1	2.1208
47	1.3908
49	1.2174
65	0.96616
89	0.63643
136	0.48776
182	0.29662
192	0.13561
242	0.015267
264	0.011899
284	0.01015
313	0.010006
321	0.0099428
339	0.0099248
348	0.0098671
378	0.0098659
399	0.0098648
438	0.0098647
1133	0.0013398
1142	0.001339
1149	0.0013382
1156	0.0013366
1163	0.0013334
1170	0.001327
1177	0.0013143
1184	0.001289
1191	0.0012394
1198	0.0011441
1205	0.00096839
1212	0.00067737
1219	0.00033679
1228	0.00026612
1235	0.00012154
1244	5.0857e-05
1266	3.2501e-05
1283	1.5689e-06
1305	3.3601e-07
1325	1.1344e-07
1347	1.4969e-08
1367	1.1765e-08
1389	2.5688e-10
1432	8.275e-11
1449	1.8538e-11
2000	1.8538e-11
