1	4.8096
2	4.508
6	1.7113
53	1.1698
109	1.1027
125	0.50729
154	0.48005
179	0.43996
254	0.24701
309	0.24644
324	0.24561
352	0.24517
363	0.2446
376	0.24415
418	0.24408
433	0.24403
660	0.2329
675	0.23283
685	0.23277
695	0.23264
705	0.23238
715	0.23186
725	0.23084
735	0.22886
745	0.22512
755	0.21858
761	0.16986
774	0.13583
784	0.12094
797	0.067346
810	0.039339
824	0.024781
849	0.0031249
879	0.00054889
908	0.0004216
933	5.6181e-05
948	5.5932e-05
976	2.3592e-06
1020	1.1114e-06
1045	9.1263e-07
1060	5.809e-08
1101	5.5505e-08
1114	6.9438e-09
1141	6.3105e-09
1167	2.3834e-09
1180	7.5533e-11
1225	3.7981e-11
1253	5.5463e-12
2000	5.5463e-12
