1	3.1027
46	2.0563
55	1.4874
105	1.3224
112	0.11493
300	0.11198
317	0.10908
350	0.10884
379	0.10861
396	0.10853
428	0.10852
458	0.10851
487	0.1085
557	0.030594
577	0.030304
590	0.03002
603	0.029465
616	0.028417
629	0.026558
642	0.0238
655	0.022142
670	0.020336
717	0.01972
880	0.019719
1133	0.016018
1155	0.016016
1168	0.016014
1181	0.016011
1183	0.0093607
1205	0.0093603
1218	0.0093599
1231	0.0093592
1244	0.009358
1257	0.0093566
1271	0.0092932
1284	0.0092907
1298	0.0092273
1311	0.0092266
1325	0.0091631
1339	0.0091031
1353	0.008993
1366	0.0089866
1380	0.008753
1394	0.0085729
1408	0.0083735
1421	0.008295
1435	0.0076813
1452	0.0074186
1500	0.0073992
1534	0.0073966
1567	0.0073964
1596	0.0073961
1645	0.007396
2000	0.007396
