1	3.8138
49	2.8463
57	1.6007
67	0.45802
137	0.2357
185	0.17627
215	0.077117
266	0.057075
298	0.012781
346	0.01146
376	0.0099845
408	0.0099798
439	0.0099217
456	0.0098703
503	0.0098687
518	0.0098647
1310	0.0019024
1324	0.0019013
1337	0.0019003
1350	0.0018982
1363	0.001894
1376	0.0018857
1389	0.0018692
1402	0.0018363
1415	0.0017715
1428	0.0016457
1441	0.0014091
1454	0.00099626
1467	0.00041177
1480	0.0002087
1512	2.308e-07
1611	9.3892e-08
1641	1.1364e-08
1672	3.3429e-09
1705	8.0195e-10
1734	4.686e-10
1751	4.3454e-10
1783	2.4673e-10
1796	2.0877e-10
1811	2.0959e-11
2000	2.0959e-11
