1	0.58974
113	0.54507
114	0.35045
189	0.2061
363	0.18209
408	0.1722
432	0.17074
478	0.16804
501	0.16615
546	0.16538
590	0.16537
612	0.16534
657	0.16525
681	0.16521
944	0.15536
967	0.15529
986	0.15521
1005	0.15506
1024	0.15475
1043	0.15414
1062	0.15293
1067	0.10659
1100	0.10411
1120	0.10194
1140	0.098571
1160	0.095681
1182	0.078551
1204	0.068064
1226	0.067279
1270	0.05181
1292	0.050987
1340	0.047968
1373	0.030882
1401	0.020065
1447	0.019951
1491	0.019876
1512	0.019793
1559	0.019727
1605	0.019726
1650	0.019723
1674	0.01972
1834	0.019719
2000	0.019719
