1	1.9432
44	1.9226
53	1.1935
123	1.1374
128	0.76504
176	0.50389
204	0.35444
268	0.3494
295	0.34806
310	0.33826
339	0.33631
367	0.33579
381	0.33557
410	0.33551
422	0.33546
435	0.3354
477	0.33533
523	0.33531
632	0.256
648	0.25576
660	0.25552
672	0.25504
684	0.2541
696	0.25228
704	0.24193
717	0.22595
728	0.211
739	0.18431
750	0.14469
761	0.12504
805	0.12466
819	0.11878
849	0.11842
881	0.11839
886	0.1036
902	0.079609
912	0.055133
923	0.036686
937	0.028855
951	0.027885
995	0.027752
1008	0.027511
1038	0.027483
1050	0.027202
1064	0.027174
1096	0.027135
1125	0.027131
1167	0.027126
1213	0.027125
2000	0.027125
